ID,Language_ID,Headword,Part_Of_Speech,Abstract_Noun,Agentive_Noun,Alternative_Form,Associated_Phrasemes,Attributive,Contains,Dialectal_Distribution,Diffusive_Form,Entry_IDs,Etymology,Infinitive,MarkedPossession,Morphological_Segmentation,NonPossessed_Form,Phonetic_Form,Plural,Possessed_Plural,Predictable_Dialectal_Variants,Related_Dialectal_Form,Source,Variant_Form
TSE57811,tzh,tap'al,pos.adj.,,,,,,,"Bachajón, Petalcingo",,,,,,tap' -al,,,tap'ajtik,,,,,
TSE57821,tzh,t'arax,n.,,,t'arax mut,,,,,,,,,,,,,,,,,,
TSE57831,tzh,taryal,n.,,,,,,,Tenejapa,,,del español <tarea>,,,,,,,,,,,
TSE57841,tzh,tas,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE57851,tzh,t'as,t.v.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE57861,tzh,tasal,pos.adj.,,,,,,,,,,,,,tas -al,,,tasajtik,,,,,
TSE57871,tzh,t'asal,pos.adj.,-ul,,,,,,Villa Las Rosas,,,,,,t'as -al,,,t'asajtik,,,,,
TSE57881,tzh,taset,expr.,,,tasaset,,,,,,,,,,tas -et,,,,,,,,
TSE57891,tzh,t'aset,expr.,,,,,,,Villa Las Rosas,,,,,,t'as -et,,,,,,,,
TSE57901,tzh,tasluj,expr.,,,taslujet,,,,,,,,,,tas -luj,,,,,alternancia -Vj: <tasloj>,,,
TSE57911,tzh,t'ast'as,n.,,,,,,,Bachajón,,,,,,t'as -REDUPL:C1VC2,,,,,,"Cancuc [t'ist'is chan](TSE59981); Amatenango, Tenejapa [wayel chan](TSE70221)",,
TSE57921,tzh,t'ast'as,n.,,,,,,,Bachajón,,,,,,t'as -REDUPL:C1VC2,,,,,,,,
TSE57931,tzh,t'ast'asil,adj.,,,,,,,Villa Las Rosas,,,,,,t'as -REDUPL:C1VC2 -il,,,,,,,,
TSE57941,tzh,taston,expr.,,,,,,,,,,,,,tas -REDUPL:C1on,,,,,alternancia O/U: <tastun>,,,
TSE57951,tzh,tat,adj.,-al,,,,-al,,,,,,,,,,,,,,,,
TSE57961,tzh,tat,n2.,,,,,,,,,TSE56091 ; TSE58051,,,,,-il,,,,,,,
TSE57971,tzh,tat wakax,n.,,,,,,TSE57961 ; TSE69621,,,,,,,tat + wakax,,,,,,,,
TSE57981,tzh,tata,n.,,,,,,,Chilón,,,,,,,,táta,,,,,,
TSE57991,tzh,tata',n2.,,,,,,TSE57961,,,,,,,,,,,,,,,
TSE58001,tzh,tatab,n2.,,,,,,TSE57961,Tenejapa,,,,,,tat -ab,-il,,,,,,,
TSE58011,tzh,tatab,n2.,,,,,,TSE57961,Oxchuc,,,,,,"de tat -ab, plural de [tat](TSE57961) 'padre'",-il,,,,,,,
TSE58021,tzh,tatam,n.,,,,,,,Amatenango,,,,,,,,,,,,,,
TSE58031,tzh,tataran,n.,,,,,,,Villa Las Rosas,,,,,-ul,,,,,,,,,
TSE58041,tzh,tate,n.,,,,,,TSE57961,Bachajón (San Jerónimo),,,,,,tat -e,,,,,,Bachajón (San Sebastián) [lole](TSE38181),,
TSE58051,tzh,tatik,n.,,,jtatik,,,TSE57961,,,,,,,tat -tik,,,,,,,,
TSE58061,tzh,tatin,n.,,,,,,TSE57961,Villa Las Rosas,,,,,,tat -in,,,,,,,,
TSE58071,tzh,tatin,t.v.,,,,,,TSE57961,,,,,,,tat -in,,,,,,,,
TSE58081,tzh,tatmut,n.,,,,,,TSE43021 ; TSE57961,,,,,,,tat + mut,,,,,,,,
TSE58091,tzh,tatub,i.v.,,,,,,TSE57951,,,,,,,tat -ub,,,,,,,,
TSE58101,tzh,tatubtes,t.v.,,,,,,TSE58091,,,,,,,tat -ub -tes,,,,,,,,
TSE58111,tzh,tawal,adv.,,,,,,,,,,,,,taw -al,,,,,,,,
TSE58121,tzh,tawal,n.,,,,,,,"Cancuc, Tenejapa",,,,,,taw -al,,,,,,,,
TSE58131,tzh,tawaltay,t.v.,,,,,,TSE58121,"Cancuc, Tenejapa",,,,,,taw -al -tay,,,,,alternancia -Y: <tawalta>,,,
TSE58141,tzh,tawan,def.i.v.,,,,,,,"Cancuc, Tenejapa",,,,,,taw -an,,,,,,,,
TSE58151,tzh,t'ax,t.v.,,,,[la xt'ax sk'ab](TSE35161),,,,,,,,,,,,,,,,,
TSE58161,tzh,t'axaj,i.v.,,,,,,,,,,,,,t'ax -aj,,,,,,,,
TSE58171,tzh,t'ax'akan,adj.,,,,,,,Guaquitepec,,,,,,t'ax + 'akan,,,,,,,,
TSE58181,tzh,t'axal,pos.adj.,,,,,,,,,,,,,t'ax -al,,,t'axajtik,,,,,
TSE58191,tzh,t'axan,t.v.,,,,,,,,,,,,,t'ax -an,,,,,,,,
TSE58201,tzh,t'axjol,adj.,,,,,,,,,,,,,t'ax + jol,,,,,,,,
TSE58211,tzh,taxux,n.,,,,,,,Oxchuc,,,,,,,,,,,,Amatenango <taxo>,,
TSE58231,tzh,t'ayay,n2.,,,,,,,Tenejapa,,,,,,t'ay -REDUPL:VC2,,,,,,,,
TSE58241,tzh,t'ayet,expr.,,,t'ayayet,,,,Tenejapa,,,,,,t'ay -et,,,,,,,,
TSE58251,tzh,te,art.,,,,,,,,,TSE58261,probablemente de [tey](TSE59071),,,,,,,,,var. Sibakja’ [am](TSE58252); var. Petalcingo [me](TSE40951),,
TSE58252,tzh,am,art./sub.,,,,,,,Sibakja’,,,de [a](TSE00021)+[me](TSE40941),,,,,,,,,,,
TSE58261,tzh,te,sub.,,,,,,,,,,de [te](TSE58251),,,,,,,,,,,
TSE58271,tzh,te,dem.,,,,,,,,,,,,,,,,,,,,,
TSE58281,tzh,te',n.,,,,,,,,,,,,[te'el](TSE58391),,,,,,,,,
TSE58282,tzh,te'tikil,coll.,,,,,,TSE58281,,,,,,,te' -tik -il,,,,,,,,
TSE58283,tzh,te'ak',n.co.,,,,,,TSE01371 ; TSE58281,,,,,,,te' + ak',,,,,,,,
TSE58291,tzh,te',adj.,,,,,,,Villa Las Rosas,,TSE58281,,,,,,,,,,,,
TSE58301,tzh,te',refl.t.v.,,,,,,,,,,,,,,,,,,,,,
TSE58311,tzh,te' ichil ok,n.,,,,,,TSE18551 ; TSE58281,Bachajón,,,,,,te' + [ich -il + ok],,,,,,,,
TSE58321,tzh,teb,quant.,,,,,,,,,,,,,,,,,,,,,
TSE58331,tzh,te'bakbak,adj.,,,,,,,"Cancuc, Oxchuc, Tenejapa",,,,,,te' + bak -REDUPL:C1VC2,,,,,,Bachajón [te'wakwak](TSE58951),,
TSE58341,tzh,t'ech,t.v.,,,,,,,Villa Las Rosas,,,,,,,,,,,,,,
TSE58351,tzh,te'ch'ech',adj.,,,,,,,Bachajón,,,,,,te' + ch'ech',,,,,,,,
TSE58361,tzh,te'ch'ech'ub,i.v.,,,,,,,Bachajón,,,,,,te' + ch'ech' -ub,,,,,,,,
TSE58371,tzh,t'echel,pos.adj.,,,,,,,Villa Las Rosas,,,,,,t'ech -el,,,t'echajtik,,,,,
TSE58381,tzh,te'el,pos.adj.,,,,,,,,,,,,,te' -el,,,te'ajtik,,,,,
TSE58391,tzh,te'el,n2.,,,,[ste'el snuk'](TSE56101),,,,,,,,,te' -el,,,,,,,,
TSE58392,tzh,te'el,n2.,,,,,,,,,,,,,te' -el,,,,,,,,"Tenejapa <te'elil, te'elul>"
TSE58401,tzh,te'el choj,n.,,,,,,TSE13801 ; TSE58281,Bachajón,,,,,,te' -el + choj,,,,,,"Cancuc, Tenejapa [ik'sab](TSE19161), <te'tikil choj>",,
TSE58411,tzh,te'elin,t.v.,,,,,,TSE58281,,,,,,,te' -el -in,,,,,,,,
TSE58421,tzh,tehk',num.clas.,,,,,,TSE58551,,,,,,,tek' -h-,,,,,alternancia H: <tejk'>,Tenejapa [tejk](TSE58521),,
TSE58431,tzh,tehk'aj,i.v.,,,,,,,,,,,,,tek' -h- -aj,,,,,"alternancia H: <tejk'aj, tek'aj>",,,
TSE58441,tzh,tehk'an,t.v.,,,,,,,,,,,,,tek' -h- -an,,,,,"alternancia H: <tejk'an, tek'an>",,,
TSE58451,tzh,tehk'awet,expr.,,,,,,TSE58551,,,,,,,tek' -h- -awet,,,,,alternancia H: <tejk'awet>,Oxchuc [tejk'wet](TSE58452),,
TSE58452,tzh,tejk'wet,expr.,,,,,,,Oxchuc,,,,,,tek' -j- -wet,,,,,,,,
TSE58461,tzh,tehk'luj,expr.,,,,,,,,,,,,,tek' -h- -luj,,,,,alternancia H: <tejk'luj>,,,
TSE58471,tzh,tehklum,n.,,,,,,,"South, Copanaguatla, Petalcingo, Yajalón",,,,,,tek -h- + lum,,,,,"alternancia H: <tejklum, teklum>","Center, North (-Petalcingo, -Yajalón) [lum](TSE39151) (Tenejapa [jtejklum](TSE25431) 'fiador')",,
TSE58481,tzh,tehlan,t.v.,,,,,,,Petalcingo,,,,,,tel -h- -an,,,,,,,,
TSE58491,tzh,t'ehlek,n.,,,jt'ehlek,,,,Petalcingo,,,,,,,,,,,,,,
TSE58501,tzh,tehn,n.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE58511,tzh,tehn,num.clas.,,,,,,TSE58781,"Cancuc, Oxchuc, Petalcingo, Tenejapa",,,,,,ten -h-,,,,,alternancia H: <ten>,,,
TSE58521,tzh,tejk,num.clas.,,,,,,,Tenejapa,,,,,,tek -j-,,,,,,,,
TSE58531,tzh,tejk'ab ch'o,n.,,,,,,,Tenejapa,,,,,,tek' -j- -ab + ch'o,,,,,,,,
TSE58541,tzh,tek,refl.t.v.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE58551,tzh,tek',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE58561,tzh,t'ek,t.v.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE58571,tzh,tek'baj,adj.,,,ma' tek'baj,,,TSE58551,,,,,,,tek' -baj,,,,,,,,
TSE58581,tzh,tekel,pos.adj.,,,,,,,Tenejapa,,,,,,tek -el,,,tekajtik,,,,,
TSE58591,tzh,tek'el,pos.adj.,,,,,,,,,,,,,tek' -el,,,tek'ajtik,,,,,
TSE58601,tzh,tek'et,expr.,,,tek'ek'et,,,TSE58551,,,,,,,tek' -et,,,,,,,,
TSE58611,tzh,tek'etuxul,pos.adj.co.,,,,,,TSE58591 ; TSE68011,Bachajón,,,,,,tek' -el + tux -ul,,,,,,,,
TSE58621,tzh,tek'lajan,expr.,,,,,,TSE58551,,,,,,,tek' -lajan,,,,,,,,
TSE58631,tzh,tek'tom,attr.adj.,,,,,,,,,,,,,tek' -tom,,,,,,,,
TSE58641,tzh,tek'ton,expr.,,,,,,TSE58551,,,,,,,tek' -REDUPL:C1on,,,,,alternancia O/U: <tek'tun>,,,
TSE58651,tzh,tek'unaj,expr.,,,,,,TSE58551,,,,,,,tek' -unaj,,,,,,,,
TSE58661,tzh,tel,dir.,,,,,,,,,,,,,,,,,,,,,
TSE58671,tzh,tel,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE58681,tzh,tel,num.clas.,,,,,,,"Oxchuc, Tenejapa",,,,,,,,,,,,,,
TSE58691,tzh,t'el,n2.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE58701,tzh,telan,t.v.,,,,,,,Oxchuc,,,,,,tel -an,,,,,,,,
TSE58711,tzh,t'elech,n.,,,,,,,Amatenango,,,,,,,,,,,,,,
TSE58721,tzh,telel,pos.adj.,,,,,,,"Oxchuc, Tenejapa",[teleltik](TSE58722),,,,,tel -el,,,telajtik,,,,,
TSE58722,tzh,teleltik,diff.adj.,,,,,,TSE58721,"Oxchuc, Tenejapa",,,,,,tel -el -tik,,,,,,,,
TSE58731,tzh,t'elel,pos.adj.,,,,,,,"Oxchuc, Tenejapa",,,,,,t'el -el,,,t'elajtik,,,,,
TSE58741,tzh,telem,adj.,-al,,,,,,"Cancuc, Oxchuc",,,,,,tel -em,,,,,,,,
TSE58751,tzh,telom,adj.,-al,,,,,,Tenejapa,,,,,,tel -om,,,,,,"Cancuc, Oxchuc [telem](TSE58741)",,
TSE58761,tzh,teme,sub.,,,,,,,,,,,,,te + me,,,,,,,,"Cancuc, Oxchuc, Tenejapa <tame>"
TSE58771,tzh,temtaj,n.,,,,,,TSE57181,,,,,,,tem + taj,,,,,,,,
TSE58781,tzh,ten,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE58791,tzh,t'en,t.v.,,,,,,,"Center, Guaquitepec",,,,,,,,,,,,,,
TSE58801,tzh,tenel,pos.adj.,,,,,,TSE58781,,,,,,,ten -el,,,tenajtik,,,,,
TSE58811,tzh,t'enil,n2.,,,,,,,"Cancuc, Oxchuc, Tenejapa",,,,,,t'en -il,,,,,,,,
TSE58821,tzh,t'ent'en,attr.adj.,[t'enil](TSE58811),,,,,,"Cancuc, Tenejapa",,,,,,t'en -REDUPL:C1VC2,,,,,,,,
TSE58831,tzh,t'ent'enta,t.v.,,,,,,,Tenejapa,,,,,,t'en -REDUPL:C1VC2 -ta,,,,,,,,
TSE58841,tzh,tentsun,n.,,,,,,,,,,del náhuatl,,,,,,,,,,,
TSE58851,tzh,tenxa,n.,,,,,,,Amatenango,,,del español,,,,,tenxá,,,,,,
TSE58861,tzh,tep,n2.,,,,,,,"Bachajón, Guaquitepec, Petalcingo, Tenejapa",,,,,,,-il,,,,,"Cancuc, Oxchuc, Villa Las Rosas [xanab](TSE72421)",,
TSE58871,tzh,terat,n.,,,,,,,Guaquitepec,,,,,,,,,,,,,,
TSE58881,tzh,terel,pos.adj.,,,,,,,Tenejapa,,,de [telel](TSE58721),,,ter -el,,,terajtik,,,,,
TSE58891,tzh,tes,t.v.,,,,,,,,,,,,,,,,,,,Villa Las Rosas <tus>,,
TSE58901,tzh,testes ja'al,n.,,,,,,,"Tenejapa, Villa Las Rosas",,,,,,tes -REDUPL:C1VC2 + ja' -al,,,,,,,,
TSE58911,tzh,te'te'tik,diff.adj.,,,,,,,"Cancuc, Oxchuc, Petalcingo",,,,,,te' -REDUPL:C1VC2 -tik,,,,,,,,
TSE58921,tzh,tets,t.v.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE58931,tzh,tetsel,pos.adj.,,,,,,,"Center, Guaquitepec, Petalcingo, Villa Las Rosas",,,,,,tets -el,,,tetsajtik,,,Bachajón [totsol](TSE61321),,
TSE58941,tzh,te'ub,i.v.,,,,,,TSE58281,,,,,,,te' -ub,,,,,,,,
TSE58951,tzh,te'wakwak,adj.,,,,,,,Bachajón,,,,,,te' + wak -REDUPL:C1VC2,,,,,,"Cancuc, Oxchuc, Tenejapa [te'bakbak](TSE58331); Villa Las Rosas [te'xitan](TSE59041)",,
TSE58961,tzh,tewel,pos.adj.,tewil,,,,,,,,,,,,tew -el,,,tewajtik,,,,,
TSE58971,tzh,tewel,pos.adj.,,,,,,,Oxchuc,,,,,,tew -el,,,tewajtik,,,,,
TSE58981,tzh,t'ewel,pos.adj.,,,,,,,Oxchuc,,,,,,t'ew -el,,,t'ewajtik,,,,,
TSE58991,tzh,t'ex,t.v.,,,,,,,"Amatenango, Petalcingo, Tenejapa",,TSE59061,,,,,,,,,,,,
TSE59001,tzh,texa,n.,,,,,,,Tenejapa,,,del español,,,,,,,,,,,
TSE59011,tzh,t'exel,pos.adj.,,,,,,,"Oxchuc, Tenejapa",,,,,,t'ex -el,,,t'exajtik,,,,,
TSE59021,tzh,texelex,n.,,,,,,,,,,del español,,,,,,,,,Tenejapa <texerex>; Villa Las Rosas <texlex>,,
TSE59031,tzh,texerex ne ts'unun,n.,,,,,,TSE44271 ; TSE59021 ; TSE65871,"Cancuc, Tenejapa",,,,,,[texerex + ne] + ts'unun,,,,,,,,
TSE59041,tzh,te'xitan,adj.,-ul,,,,,,Villa Las Rosas,,,,,,te' + xit -an,,,,,,,,
TSE59051,tzh,t'ext'un,expr.,,,,,,,Tenejapa,,,,,,t'ex -REDUPL:C1un,,,,,,,,
TSE59061,tzh,t'exula,iter.t.v.,,,,,,TSE58991,Tenejapa,,,,,,t'ex -ula,,,,,,,,
TSE59071,tzh,tey,dem.,,,,[tey abi](TSE59081),,,"North, South, Cancuc, Tenango, Tenejapa",,,,,,,,,,,,"Abasolo, Oxchuc, San Pedro Pedernal [le'](TSE36171)",,te
TSE59081,tzh,tey abi,adv.phr.(dem.+part.),,,,,,TSE00171 ; TSE59071,,,,,,,,,,,,,,,te abi
TSE59091,tzh,ti',n2.,,,,,,,,,,,,-il,,,,,,,,,
TSE59101,tzh,ti',rel.n.,,,,,,,,,,,,-il,,,,,,,,,
TSE59111,tzh,ti',n.,,,,,,,"Cancuc, Tenejapa",,,,,,,,,,,,,,
TSE59121,tzh,ti',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE59131,tzh,ti' sip,n.,,,,,,,Amatenango,,,,,,ti' + sip,,,,,,Bachajón [bakmut](TSE04121) <lo' sip>; Villa Las Rosas [tsikluy](TSE63771),,Tenejapa <jti' sip>; Petalcingo <xti' sip>
TSE59141,tzh,ti'aw,n2.,,,,,,,,,,,,,ti' -aw,,,,,,,,
TSE59151,tzh,ti'awal x'ek',n.,,,,,,TSE59121 ; TSE73031,Bachajón,,,,,,ti' -aw -al + x- 'ek',,,,,,,,
TSE59161,tzh,ti'bah,n2.,,,,,,,,,,,,,ti' + bah,-il,,,,alternancia H: <ti'ba>,,,
TSE59171,tzh,ti'bal,n.,,,,,,,,,,,,"-el, -il, -ul",ti' -bal,,,,,,Yajalón [we'el](TSE70392),,
TSE59181,tzh,ti'ben,n2.,,,,,,,"Amatenango, Cancuc, Tenejapa",,,,,,ti' -ben,,,,,,"Bachajón, Oxchuc [ti'benal](TSE59191)",,
TSE59191,tzh,ti'benal,n2.,,,,,,,"Bachajón, Oxchuc",,,,,,ti' -ben -al,,,,,,,,
TSE59201,tzh,tibil,adv.,,,,,,,"North; Cancuc, Tenango",,,,,,,,,,,,,,
TSE59211,tzh,tibiltay,i.v.,,,,,,TSE59201,"North, Cancuc, Tenango",,TSE59221 ; TSE74511,,,,tibil -tay,,,,,,,,
TSE59221,tzh,tibiltayel,n.,,,,,,TSE59211,,,,,,,tibil -tay -el,,,,,,,,stibiltayel
TSE59231,tzh,tibiltik,adv.,,,,,,,"North, Cancuc, Tenango",,,,,,tibil -tik,,,,,,,,
TSE59241,tzh,tich',t.v.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE59251,tzh,tichil,pos.adj.,,,,,,,"Bachajón, Petalcingo, Tenejapa",,,,,,tich -il,,,tichajtik,,,,,
TSE59261,tzh,tich'il,pos.adj.,,,,,,,Bachajón,,,,,,tich' -il,,,tich'ajtik,,,,,
TSE59271,tzh,t'ichil,pos.adj.,,,,,,,"Petalcingo, Tenejapa",,,,,,t'ich -il,,,t'ichajtik,,,,,
TSE59281,tzh,tieneke,adv.,,,,,,,,,,del español <tiene que>,,,,,,,,,,,
TSE59291,tzh,ti'et,expr.,,,,[xti'et k'inal ya ya'iy](TSE74521),,TSE59121,,,,,,,ti' -et,,,,,,,,
TSE59301,tzh,ti'et,expr.,,,,,,,,,,,,,ti' -et,,,,,,,,
TSE59311,tzh,ti'ha',n.,,,,,,,Petalcingo,,,,,,ti' + ha',,,,,,,,
TSE59321,tzh,tihl,i.v.,,,,,,,,,,,,,til -h-,,,,,alternancia H: <til>,,,
TSE59322,tzh,tihles,t.v.,,,,,,TSE59321,,,,,,,til -h- -es,,,,,alternancia H: <tiles>,,,
TSE59331,tzh,tihl,i.v.,,,,,,TSE59591,"Bachajón, Cancuc, Petalcingo",,,,,,til -h-,,,,,alternancia H: <til>,,,
TSE59341,tzh,t'ihl,i.v.,,,,,,,Petalcingo,,,,,,,,,,,,Bachajón [t'ihm](TSE59371),,
TSE59351,tzh,t'ihlab,n.,,,,,,,Petalcingo,,,,,,t'ihl -ab,,,,,,,,
TSE59361,tzh,t'ihm,num.clas.,,,,,,TSE59721,,,,,,,t'im -h-,,,,,alternancia H: <t'im>,,,
TSE59371,tzh,t'ihm,i.v.,,,,,,TSE59721,,,,,,,t'im -h-,,,,,alternancia H: <t'im>,Petalcingo [t'ihl](TSE59341),,
TSE59381,tzh,t'ihmaj,i.v.,,,,,,TSE59721,,,,,,,t'im -h- -aj,,,,,alternancia H: <t'imaj>,,,
TSE59391,tzh,t'ihmal te',n.,,,,,,TSE59721,Bachajón,,,,,,t'im -h- -al + te',,,,,,Petalcingo [t'ihlab](TSE59351); Tenejapa [t'ilum te'](TSE59671),,
TSE59401,tzh,tihman,t.v.,,,,,,,,,,,,,t'im -h- -an,,,,,alternancia H: <t'iman>,,,
TSE59411,tzh,tihtin,t.v.,,,,,,,,,,,,,tih -REDUPL:C1in,,,,,alternancia H: <tijtin>,,,
TSE59412,tzh,tijt'an,t.v.,,,,,,,"Altamirano, Oxchuc",,,,,,,,,,,,,,
TSE59421,tzh,tij,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE59431,tzh,t'ij,refl.t.v.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE59441,tzh,t'ij,t.v.,,,,,,,Villa Las Rosas,,,,,,,,,,,,,,
TSE59451,tzh,tij winik,n.,,,,,,,Tenejapa,,,,,,tij + winik,,,,,,,,
TSE59461,tzh,tijil,pos.adj.,,,,,,,"Oxchuc, Tenejapa",,,,,,tij -il,,,tijajtik,,,,,
TSE59471,tzh,tijtamba k'op,act.n.,,[jtijtamba k'op](TSE59472),,,,,,,,,,,tij -tamba + k'op,,,,,alternancia -tVmba: <tijtomba k'op>,,,
TSE59472,tzh,jtijtamba k'op,n.,,,,,,TSE59471,Bachajón,,,,,,j- tij -tamba + k'op,,,,,,,,
TSE59481,tzh,tik',n.v.p.,,,,,,,,,,,,,,,,,,,,,
TSE59491,tzh,tik',t.v.,,,,,,,,,TSE59531,,,,,,,,,,,,
TSE59501,tzh,tik',t.v.,,,,[la stik'be sk'alel](TSE35021),,,,,,,,,,,,,,,,,
TSE59511,tzh,tik'al tan,n.,,,,,,,"Cancuc, Tenejapa",,,,,,"ti' + k'al + tan (""polvo de la orilla del fuego"")",,,,,,,,
TSE59521,tzh,tikba'ul,n.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE59531,tzh,tik'bil,adv.,,,,,,TSE59491,"Bachajón, Petalcingo",,,,,,tik' -bil,,,,,,,,
TSE59541,tzh,tik'et,expr.,,,tik'ik'et,,,,,,,,,,tik' -et,,,,,,,,
TSE59551,tzh,tik'il,pos.adj.,,,,,,,Tenejapa,,,,,,tik' -il,,,tik'ajtik,,,,,
TSE59561,tzh,tikon,t.v.,,,,,,,,,,,,,tik -on,,,,,alternancia O/U: <tikun>,"Center (-Cancuc), Yajalón, Guaquitepec, Sitalá [tikun](TSE59581); Bachajón, Cancuc, Petalcingo [tikon](TSE59561), [tikun](TSE59581); Tenango [tukin](TSE66821)",,
TSE59571,tzh,tik'tun,expr.,,,,,,,Tenejapa,,,,,,tik' -tun,,,,,,,,
TSE59581,tzh,tikun,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE59591,tzh,til,t.v.,,,,,,,"Bachajón, Cancuc, Guaquitepec, Oxchuc, Petalcingo",,,,,,,,,,,,,,
TSE59601,tzh,t'il,i.v.,,,,,,,"Cancuc, Guaquitepec, Tenejapa",,,,,,,,,,,,Oxchuc [t'ix](TSE60081),,
TSE59611,tzh,tilch'uj,i.v.,,,,,,TSE59591,Tenejapa,,,,,,til -ch'uj,,,,,,,,tilch'oj
TSE59621,tzh,t'iles,t.v.,,,,,,TSE59601,"Cancuc, Tenejapa",,,,,,t'il -es,,,,,,,,
TSE59631,tzh,tiliha',n.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE59641,tzh,tilil ja',n.,,,,,,,Tenejapa,,,,,,tilil + ja',,,,,,,,
TSE59651,tzh,tilp'uj,i.v.,,,,,,,,,,,,,til -p'uj,,,,,alternancia -Vj: <tilp'oj>,,,
TSE59661,tzh,tilp'un,t.v.,,,,,,,,,,,,,til -p'un,,,,,,,,
TSE59671,tzh,t'ilum te',n.,,,,,,,Tenejapa,,,,,,t'il -um + te',,,,,,,,
TSE59681,tzh,tim,n.,,,,,,,"Bachajón, Cancuc, Petalcingo, Tenejapa",,,,,,,,,,,,Guaquitepec [t'im](TSE59711),,
TSE59691,tzh,tim,t.v.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE59701,tzh,tim,t.v.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE59711,tzh,t'im,n.,,,,,,,Guaquitepec,,,,,,,,,,,,,,
TSE59721,tzh,t'im,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE59731,tzh,t'im,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE59741,tzh,timil,pos.adj.,,,,,,,"Oxchuc, Tenejapa",,,,,,tim -il,,,timajtik,,,,,
TSE59751,tzh,t'imil,pos.adj.,,,,,,,,,,,,,t'im -il,,,t'imajtik,,,,,
TSE59761,tzh,timtun,expr.,,,,,,,Tenejapa,,,,,,tim -REDUPL:C1un,,,,,,,,
TSE59771,tzh,timunaj,expr.,,,,,,,,,,,,,tim -unaj,,,,,,,,
TSE59781,tzh,t'in,t.v.,,,,,,,Oxchuc,,,,,,,,,,,,,,
TSE59791,tzh,t'in,t.v.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE59801,tzh,ti'nah,n.,,,,,,,,,,,,,ti' + nah,,,,,"alternancia H: <ti'naj, ti'na>",,,
TSE59811,tzh,ti'nal,n.,,,,,,,Amatenango,,,,,,ti' + na -l,,,,,,,,
TSE59821,tzh,tinil,pos.adj.,,,,,,,"Center, Guaquitepec",,,,,,tin -il,,,tinajtik,,,"Bachajón, Petalcingo, Yajalón <nijil>",,
TSE59831,tzh,t'inil,pos.adj.,,,,,,,Oxchuc,,,,,,t'in -il,,,t'inajtik,,,,,
TSE59841,tzh,t'inlej,expr.,,,,,,,Tenejapa,,,,,,t'in -lej,,,,,,,,
TSE59851,tzh,t'int'un,t.v.,,,,,,,"Oxchuc, Tenejapa, Villa Las Rosas",,,,,,t'in -REDUPL:C1un,,,,,,,,
TSE59861,tzh,ti'ol,n2.,,[jti'ol](TSE25461),,,,,Tenejapa,,,,,,ti' -ol,,,,,,,,
TSE59871,tzh,ti'om,n.,,,,,,,,,,,,Bachajón -lel,ti' -om (?),,,,,alternancia O/U: <ti'um>,Bachajón <ti'om>; Oxchuc <ti'um>,,
TSE59881,tzh,tipal,n.,,,,,,,"Bachajón, Cancuc",,,,,,,,,,,,,,
TSE59891,tzh,tiro,n.,,,,,,,,,,del español,,-al,,,tíro,,,,,,
TSE59901,tzh,tirol,n.,,,,,,,"Oxchuc, Tenejapa",,,del español,,,,,,,,,,,
TSE59911,tzh,tiroltay,t.v.,,,,,,TSE59901,,,,,,,tirol -tay,,,,,alternancia -Y: <tirolta>,,,
TSE59921,tzh,t'is,t.v.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE59931,tzh,t'is,t.v.,,,,,,,"Bachajón, Petalcingo",,,,,,,,,,,,,,
TSE59941,tzh,t'isan,t.v.,,,,,,,Bachajón,,,,,,t'is -an,,,,,,Tenejapa [t'ixan](TSE60111),,
TSE59951,tzh,t'ises,t.v.,,,,,,TSE60081,Tenejapa,,,,,,t'ix -es,,,,,,,,
TSE59961,tzh,t'isesel,n.,,,,,,TSE59951,Tenejapa,,,,,,t'ix -es -el,,,,,,,,
TSE59971,tzh,t'isluy,t.v.,,,,,,,,,,,,,t'is -luy,,,,,alternancia -Y: <t'islu>,,,
TSE59981,tzh,t'ist'is chan,n.,,,,,,,Cancuc,,,,,,t'is -REDUPL:C1VC2 + chan,,,,,,,,
